level,title,type,description,source_id,degree,human_readable_id,id,size,graph_embedding,entity_type,community,top_level_node_id,x,y
0,ALVA BELMONT,PERSON,"Alva Belmont, an American industrialist and philanthropist)(""relationship""",15512d481ff39f59742df8b7e4d3d86c,0,194,5ca4cd0536b1457796b72a4a66360d90,0,,,,5ca4cd0536b1457796b72a4a66360d90,0,0
0,TERAUCHI MASATAKE,PERSON,"Japanese military officer, proconsul and politician who was Gensui (or Marshal) in the Imperial Japanese Army and Prime Minister of Japan from 1916 to 1918",6acc02a6181e985452d0769154b5e325,1,195,af087c3122db46409331f1ff118172a6,1,,,,af087c3122db46409331f1ff118172a6,0,0
0,BALTHASAR LANDGRAVE OF THURINGIA,PERSON,"Margrave of Meissen and Landgrave of Thuringia from the House of Wettin, who lived from 21 December 1336 in Weißenfels to 18 May 1406 at the Wartburg in Eisenach",6acc02a6181e985452d0769154b5e325,1,196,43b3f119483d48efb7ffb2441ef9827f,1,,,,43b3f119483d48efb7ffb2441ef9827f,0,0
0,SHEILA,PERSON,Subject of disambiguation page on Wikipedia,ce5cbe1c332be06850d1ffac7eeb3f82,0,198,f5ff669c4cec46c3a37522da865333a6,0,,PERSON,,f5ff669c4cec46c3a37522da865333a6,0,0
0,AELBERT CUYP,PERSON,Dutch painter known for his large views of Dutch riverside scenes,7d80b25fd261427e017fc9ac53675b64,0,203,0df3b2d4c1c046f09040587c4ff554d1,0,,,,0df3b2d4c1c046f09040587c4ff554d1,0,0
0,ORLANDO FIGES,PERSON,"British historian and writer, Professor at Birkbeck College, University of London",7d80b25fd261427e017fc9ac53675b64,0,204,85127debe08f449ca1191bba89edeab6,0,,,,85127debe08f449ca1191bba89edeab6,0,0
0,ELISABETH FÖRSTER-NIETZSCHE,PERSON,"Elisabeth Förster-Nietzsche was a German nationalist and antisemite who married Friedrich Nietzsche's brother, Bernhard Förster",98c3e4eb85f8add52e8dd34a443fa990,0,205,c014362001c04e9e8cc7ac07d44939d9,0,,,,c014362001c04e9e8cc7ac07d44939d9,0,0
0,FRIEDRICH NIETZSCHE,PERSON,Friedrich Nietzsche was a philosopher who grew apart from Elisabeth Förster-Nietzsche in 1885 when she married Bernhard Förster,98c3e4eb85f8add52e8dd34a443fa990,0,206,3c4dbd8bad564d38b599735ba98a91da,0,,,,3c4dbd8bad564d38b599735ba98a91da,0,0
0,HERMANN OTTOMAR HERZOG,PERSON,German general who served during World War I,9893b719033f170fc855ac6bb3e637ef,0,207,1b9acb031a874542aa813c53df143d85,0,,,,1b9acb031a874542aa813c53df143d85,0,0
0,GIAMBATTISTA FELICE ZAPPI,PERSON,Italian poet,9893b719033f170fc855ac6bb3e637ef,0,208,105c03ac0aaf471eae7a6caf302edec7,0,,,,105c03ac0aaf471eae7a6caf302edec7,0,0
0,MARTIN DE AZPILCUETA,PERSON,Important Spanish canon lawyer,9893b719033f170fc855ac6bb3e637ef,0,210,9db1f483a1e747d4a5f4375b9f796abe,0,,,,9db1f483a1e747d4a5f4375b9f796abe,0,0
0,MITSUO FUCHIDA,PERSON,Japanese captain in the Imperial Japanese Navy Air Service and a bomber observer,e26863deb05745c738273a1a077902e7,0,212,b77bc6d3e15d42ae9998c350eb7f26e5,0,,,,b77bc6d3e15d42ae9998c350eb7f26e5,0,0
0,GIOVANNI BENEDETTO CASTIGLIONE,PERSON,"Italian Baroque painter, printmaker and draftsman",e26863deb05745c738273a1a077902e7,0,213,8748a8ed18b440608465617fc554598b,0,,,,8748a8ed18b440608465617fc554598b,0,0
0,FRÉDÉRIC JOLIOT-CURIE,PERSON,Physicist who was jointly awarded the Nobel Prize in Chemistry with Irène Joliot-Curie,e5891a414acd81db9ed95d645cba8af9,0,218,0de720fb7d3646f3bf128856f745800e,0,,,,0de720fb7d3646f3bf128856f745800e,0,0
0,IRÈNE JOLIOT-CURIE,PERSON,"Wife of Frédéric Joliot-Curie, also awarded the Nobel Prize in Chemistry with him",e5891a414acd81db9ed95d645cba8af9,0,219,ac233fa86e6249ffaa633544a2127d43,0,,,,ac233fa86e6249ffaa633544a2127d43,0,0
0,WES BENTLEY,PERSON,Actor who starred in Venus in Fur and other films,f8176034c6997f6c6cb7b24f18b8b97f,3,224,b5ef80959b494f899dbb72045f06cb54,3,,,,b5ef80959b494f899dbb72045f06cb54,0,0
0,YALE PATT,PERSON,Professor of electrical and computer engineering at The University of Texas at Austin,f8176034c6997f6c6cb7b24f18b8b97f,5,226,347ef4ae92bb47a980f51c74b2774d2d,5,,,,347ef4ae92bb47a980f51c74b2774d2d,0,0
0,MARTIN GALSTYAN,PERSON,"Martin Galstyan, the current governor of the Central Bank of Armenia",792c50f6b689939956d01124ead9a3f6,1,236,4533a115e7014077b098c0208f3803b4,1,,,,4533a115e7014077b098c0208f3803b4,0,0
0,ISABELLA A. OWEN,PERSON,American author and editor who wrote about Charlotte Elizabeth Tonna,e3097faa9ba05683126490b2b4cb7221,0,240,09de8f7477404b2b807099def66485d8,0,,PERSON,,09de8f7477404b2b807099def66485d8,0,0
0,HARRIET BECHER STOWE,PERSON,American abolitionist and author who wrote about Charlotte Elizabeth Tonna's memoir Personal Recollections,e3097faa9ba05683126490b2b4cb7221,0,241,d34bc9c8a9c1489f9ed2ed94e1f34e18,0,,PERSON,,d34bc9c8a9c1489f9ed2ed94e1f34e18,0,0
0,CHARLOTTE ELIZABETH TONNA,PERSON,British writer and anti-Romanist Protestant whose autobiography was praised by Isabella A. Owen and Harriet Beecher Stowe)<|COMPLETE|>British writer and anti-Romanist Protestant whose autobiography was praised by Isabella A. Owen and Harriet Beecher Stowe,e3097faa9ba05683126490b2b4cb7221,0,242,d817e2124a1b45558537704cd2154505,0,,PERSON,,d817e2124a1b45558537704cd2154505,0,0
0,ALEXANDER SCOURBY,PERSON,"Actor known for his deep and resonant voice and Mid-Atlantic accent. He is best known for his film role as the ruthless mob boss Mike Lagana in Fritz Lang's The Big Heat (1953), and is also particularly well-remembered in the English-speaking world for his landmark recordings of the entire King James Version audio Bible, which have been released in numerous editions. He later recorded the entire Revised Standard Version of the Bible. Scourby recorded 422 audiobooks for the blind which he considered his most important work.""",bd9617651d35aef2596db00344116c4c,0,244,f0ae7dc4e5844bf18ab3332dbcb91d0e,0,,,,f0ae7dc4e5844bf18ab3332dbcb91d0e,0,0
0,MARTIN DE BERVANGER,PERSON,"French priest, founder of charitable institutions including the Parisian Institution Saint-Nicolas. He was born in Sarrelouis, and died in Paris.",bd9617651d35aef2596db00344116c4c,0,245,9f26cb68ef9a4c3d9c51a6c159d1961b,0,,,,9f26cb68ef9a4c3d9c51a6c159d1961b,0,0
0,ELSIE DUNCAN-JONES,PERSON,"British literary scholar, translator, and playwright, authority on the poet Andrew Marvell",33def241ad2c1f0b7bcad594fb557ebd,0,246,32fbea1d93dd4a6bbb8c1ff292cdae1a,0,,,,32fbea1d93dd4a6bbb8c1ff292cdae1a,0,0
0,AUSTIN DUNCAN-JONES,PERSON,Spouse of Elsie Duncan-Jones,33def241ad2c1f0b7bcad594fb557ebd,0,247,733f30649d334e64bc45ecff84ba5210,0,,,,733f30649d334e64bc45ecff84ba5210,0,0
0,CHARLES BIRD KING,PERSON," Charles Bird King was an American artist renowned for his depictions of Native American leaders and tribesmen. His works showcased a unique ability to capture the essence and dignity of these significant figures, making him particularly well-known in this field.","33def241ad2c1f0b7bcad594fb557ebd,e0b04c8e7a7beb20128597b14518edfd",2,248,d321553d8f0b4c13a04addca9d908b34,2,,,,d321553d8f0b4c13a04addca9d908b34,0,0
0,JOSE DA COSTA E SILVA,PERSON,Portuguese architect who helped establish Neoclassical architecture in Portugal and colonial Brazil,e0b04c8e7a7beb20128597b14518edfd,5,251,58a85e2a014c451181a30dc84046d3f0,5,,,,58a85e2a014c451181a30dc84046d3f0,0,0
0,MARIAN DORA,PERSON,Director of the Cannibal (2006 film),e29b611f68899b47471c587a0d4c9458,0,259,ca6ea8447ad04c1298f08e3c605cf890,0,,,,ca6ea8447ad04c1298f08e3c605cf890,0,0
0,SAMMO HUNG KAM-BO,PERSON,"A Hong Kong martial artist, actor, film director, and producer",e29b611f68899b47471c587a0d4c9458,0,260,2f9fcb19cb7d44f182950d57c20aec07,0,,,,2f9fcb19cb7d44f182950d57c20aec07,0,0
0,VIVIAN HSU,PERSON,"Taiwanese singer and actress who was born on March 19, 1975)<|COMPLETE|>Taiwanese singer and actress",36be4fdea63882e2327b8e9a60dfb035,0,272,37c9960124834f4c9c19c21a5a4b057d,0,,PERSON,,37c9960124834f4c9c19c21a5a4b057d,0,0
0,ALBERT III OF BRANDENBURG,PERSON,Margrave of Brandenburg,36be4fdea63882e2327b8e9a60dfb035,0,273,cd4c5d5c1c154717b300967f13a4951e,0,,,,cd4c5d5c1c154717b300967f13a4951e,0,0
0,MATILDA OF DENMARK,PERSON," Matilda of Denmark, known notably as the Mother of Beatrix of Brandenburg and Queen Consort of Denmark, was a significant figure in Danish history. Her role as a mother brought her to prominence through her daughter, Beatrix of Brandenburg, while her title as queen consort solidified her position within the Danish royal family.","36be4fdea63882e2327b8e9a60dfb035,e0e77341a0e64a0bd5968867f9f92599",0,274,56195d56c04542b9a4a747e6139aa0f2,0,,,,56195d56c04542b9a4a747e6139aa0f2,0,0
0,BEATRIX OF BRANDENBURG,PERSON,"First wife of Lord Henry II ""the Lion"" of Mecklenburg",e0e77341a0e64a0bd5968867f9f92599,2,279,0750e26c64cb4988aef0ea6fd519d14a,2,,,,0750e26c64cb4988aef0ea6fd519d14a,0,0
0,"ALBERT III, MARGRAVE OF BRANDENBURG-SALZWEDEL",PERSON,Father of Beatrix of Brandenburg,e0e77341a0e64a0bd5968867f9f92599,0,280,b9d9d43176574774a0d46e0119e6f651,0,,,,b9d9d43176574774a0d46e0119e6f651,0,0
0,LADISLAUS VADNAI,PERSON,Hungarian screenwriter who worked in the United States for a number of years before returning to Hungary,e0e77341a0e64a0bd5968867f9f92599,0,283,ae68bb02bbbd4a5482a2bb1d498c2264,0,,,,ae68bb02bbbd4a5482a2bb1d498c2264,0,0
0,EDUARD DEISENHOFER,PERSON,"German military officer who served with the Leibstandarte SS Adolf Hitler and at Dachau concentration camp, earned Knight's Cross of the Iron Cross",5339b1b9fd03a29927a6e46f2166077c,0,285,ac325623b2314e4497445c1d250e7a85,0,,PERSON,,ac325623b2314e4497445c1d250e7a85,0,0
0,WILLIAM NELSON GARDINER,PERSON,Irish engraver and bookseller known for eccentricity,5339b1b9fd03a29927a6e46f2166077c,0,286,a3a9505e72dc48c883ec75da0147907a,0,,PERSON,,a3a9505e72dc48c883ec75da0147907a,0,0
0,RAM SHARAN SHARMA,PERSON,President of Indian History Congress in 1975,f707751a544d50ce51ecf2812f4b9b5c,2,287,bab683231ba74145b26daa605dbb56cf,2,,,,bab683231ba74145b26daa605dbb56cf,0,0
0,ILLARION PRYANISHNIKOV,PERSON,"Russian painter, one of the founders of the Peredvizhniki artistic cooperative",f707751a544d50ce51ecf2812f4b9b5c,1,291,99a151c78697457c8ee75aa040debdbe,1,,,,99a151c78697457c8ee75aa040debdbe,0,0
0,XU SHEN,PERSON,"Chinese scholar and writer who wrote the ""Classic of the Odes""",207e8efecc1fb4d4fb7933d2b1cc2f50,1,294,13e672b1114644a5b3c8086ee412ab27,1,,,,13e672b1114644a5b3c8086ee412ab27,0,0
0,MIGNON,PERSON,"Main character in the opera ""Mignon"" by Ambroise Thomas",207e8efecc1fb4d4fb7933d2b1cc2f50,1,295,dd3215497777468c903a2b4d9ce2630d,1,,,,dd3215497777468c903a2b4d9ce2630d,0,0
0,ED MOTTA,PERSON,"Brazilian MPB, rock, soul, funk and jazz musician",207e8efecc1fb4d4fb7933d2b1cc2f50,0,297,bc463e30647147f69391573be1474054,0,,,,bc463e30647147f69391573be1474054,0,0
0,ALEXANDER_BAIN,PERSON,"Alexander Bain, a person",3cb7fee573d35a40c97c83c5acf52126,0,300,9d3223ca47fd41f9a0407e9d945b891c,0,,,,9d3223ca47fd41f9a0407e9d945b891c,0,0
0,DON_SIMPSON,PERSON,"Don Simpson, a person who was a film producer and actor",3cb7fee573d35a40c97c83c5acf52126,5,301,f512ee4532e74e56a4361ec4398d15f9,5,,,,f512ee4532e74e56a4361ec4398d15f9,0,0
0,EDWARD_T_MALONEY,PERSON,"Edward T. Maloney, an aviation historian based in Southern California",3cb7fee573d35a40c97c83c5acf52126,3,302,3c9e9745aa2b41bbbfa69437f1c4fffc,3,,,,3c9e9745aa2b41bbbfa69437f1c4fffc,0,0
0,CAROL ANN DUFFY,PERSON,,4e4c3ac14f77dba588663919928b36b8,1,311,9652ce651c3440ee81acdb889bc533f6,1,,,,9652ce651c3440ee81acdb889bc533f6,0,0
0,DANIEL ZIMMERMANN,PERSON,"German politician, founder of the PETO party and mayor of Monheim am Rhein",6e95c6619143c5601e1d66976c1a6c07,3,315,22692ecf2a694948a51961faa2d281d9,3,,,2,22692ecf2a694948a51961faa2d281d9,0,0
0,COMMODIAN,PERSON,Christian Latin poet who flourished about AD 250,6e95c6619143c5601e1d66976c1a6c07,3,316,bd03a47dfeed4dabadbed11452e7df65,3,,,,bd03a47dfeed4dabadbed11452e7df65,0,0
0,HERMAN DAVID KOPPEL,PERSON,"Danish composer and father of Anders Koppel, Thomas Koppel, Lone Koppel, and pianist",9eabc86bce7a1ae8f9a66125705a5f3d,1,322,57c41f7ffa0640d6a294346d79bbdc31,1,,,,57c41f7ffa0640d6a294346d79bbdc31,0,0
0,ROLF-DIETER MÜLLER,PERSON,German military historian and political scientist who served as Scientific Director of the German Armed Forces Military History Research Office since 1999German military historian and political scientist who has served as Scientific Director of the German Armed Forces Military History Research Office since 1999,9eabc86bce7a1ae8f9a66125705a5f3d,1,323,1efe67e722524203bc180122dd73cdf3,1,,PERSON,,1efe67e722524203bc180122dd73cdf3,0,0
0,CATHARINA ELISABETH GOETHE,PERSON,Mother of German playwright and poet Johann Wolfgang von Goethe,5b8e5142bca5c4c80079b2a60717e266,1,329,0f8e9c1ed30d434293770aaeb80d0976,1,,,,0f8e9c1ed30d434293770aaeb80d0976,0,0
0,HERMAN LINDQVIST,PERSON,"Swedish journalist who has served as foreign correspondent)  (""relationship""",b7728855824f5ec7f39ff90b670c439c,0,334,e45f92f11b4b415ebe7c560eb2450af0,0,,,,e45f92f11b4b415ebe7c560eb2450af0,0,0
0,LOUIS LOUCHEUR,PERSON,French post-war expert and politician who was not a politician,8388ce838add87c068fb6344dc14f131,0,335,307fe18e8b354e7b87cfe31ab6f5d3ef,0,,,,307fe18e8b354e7b87cfe31ab6f5d3ef,0,0
